ID,животное,возраст,бренд,направление,линейка,вкус,белки,жиры,углеводы,клетчатка,пребиотики,специальное,антиоксиданты,маркетинг
1,кошки,малыши,Farmina,kitten,N&D,"Треска, креветка, тыква и мускусная дыня","свежая треска (32%), дегидратированная треска (30%), дегидратированная креветка (5%), дегидратированная сельдь, дегидратированные белки птицы (курица индейка), дегидратированные белки жвачных животных (ягненок говядина), дегидратированный свиной белок, дегидратированный рыбный белок","рыбий жир (сельди), свиной жир",сладкий картофель,"сушеная тыква (5%), волокна гороха, подорожник, сушеные яблоки","инулин, фруктоолигосахариды, дрожжевой экстракт (источник маннoолигосахаридов), сухие пивные дрожжи",",  Витамин С – 300мг,  Бета- каротин - 1.5мг,  L-карнитин – 300мг, ","хлорид натрия,  Специальные добавки: экстракт зеленого чая – 100мг,  экстракт розмарина,  Антиоксиданты: экстракт токоферолов натурального происхождения","сушеная морковь, сушеная мускусная дыня (0.5%), сушеный гранат, сушеный шпинат, сушеная черника, корень куркумы (0.2%), экстракт алоэ вера.","['сушеная люцерна', 'хлорид калия']"
