ID,животное,возраст,бренд,направление,линейка,вкус,белок,жиры,клетчатка,зола,кальций,фосфор,коэфминерал,магний,натрий,калий,омега3,омега6,коэфомег,влажность,углеводы,энергия_упак,энергия_гост,epa,dha
1,кошки,малыши,Farmina,kitten,N&D,"Треска, креветка, тыква и мускусная дыня",44.00,20.00,1.80,8.50,1.00,0.90,1.11,0.08,0,0,1.40,3.10,2.21,8.00,17.7,4204 ,413.17,0.40,0.70
